idpr,exercise_problem_repeat_session,is_correct,is_hint_used,idcn,difficulty,learning_stage
3652063,1,0,1,465,0.0,0.0
3757352,2,0,1,465,0.0,0.0
4210343,1,0,1,465,0.0,0.0
4234290,1,0,1,465,0.0,0.0
5683276,1,1,0,465,0.0,0.0
5816691,2,0,1,465,0.0,0.0
5859755,1,0,1,465,0.0,0.0
6963239,1,1,0,465,0.0,0.0
7161233,2,1,0,465,0.0,0.0
7283432,2,1,1,465,0.0,0.0
10367428,1,1,0,465,0.0,0.0
10488658,2,0,1,465,0.0,0.0
10547202,1,1,0,465,0.0,0.0
10551541,2,0,1,465,0.0,0.0
10679859,1,0,1,465,0.0,0.0
12185554,1,0,1,465,0.0,0.0
12288982,2,0,1,465,0.0,0.0
13535100,1,0,1,465,0.0,0.0
13861883,2,1,0,465,0.0,0.0
15156341,2,0,1,465,0.0,0.0
15407314,1,0,1,465,0.0,0.0
1251159,1,0,1,596,0.0,0.0
2893332,1,1,1,596,0.0,0.0
2895199,1,0,1,596,0.0,0.0
7638564,1,0,1,596,0.0,0.0
9380257,1,0,1,596,0.0,0.0
12581908,1,0,1,596,0.0,0.0
1265927,1,0,1,562,2.0,0.0
8155480,1,0,1,562,2.0,0.0
8155923,1,0,1,562,2.0,0.0
11397427,1,0,1,562,2.0,0.0
12597278,1,0,1,562,2.0,0.0
3809228,1,0,1,562,2.0,0.0
5377538,1,0,1,562,2.0,0.0
5852972,1,0,1,562,2.0,0.0
7093537,1,0,1,562,2.0,0.0
8707648,1,0,1,562,2.0,0.0
8832786,1,0,1,562,2.0,0.0
8873273,1,0,1,562,2.0,0.0
8962848,1,0,1,562,2.0,0.0
9054831,1,0,1,562,2.0,0.0
10188652,1,0,1,562,2.0,0.0
12174950,1,0,1,562,2.0,0.0
1331776,1,1,0,295,0.0,0.0
2893843,1,0,1,295,0.0,0.0
6198036,1,0,1,295,0.0,0.0
6199361,1,0,1,295,0.0,0.0
7031497,1,1,1,295,0.0,0.0
9320669,1,0,1,295,0.0,0.0
9401576,1,0,1,295,0.0,0.0
10980500,1,0,1,295,0.0,0.0
14060363,1,1,0,295,0.0,0.0
14264429,1,0,1,295,0.0,0.0
14647212,1,0,1,295,0.0,0.0
2519143,1,1,0,295,0.0,0.0
670469,1,0,1,295,0.0,0.0
2442891,1,0,1,295,0.0,0.0
5663929,1,0,1,295,0.0,0.0
5680575,1,0,1,295,0.0,0.0
5767269,1,0,1,295,0.0,0.0
7289191,1,0,1,295,0.0,0.0
8712663,1,0,1,295,0.0,0.0
10154418,1,0,1,295,0.0,0.0
10598009,1,0,1,295,0.0,0.0
10753667,1,0,1,295,0.0,0.0
13643693,1,0,1,295,0.0,0.0
2575485,1,0,1,295,0.0,0.0
4041181,1,1,1,295,0.0,0.0
5421878,1,0,1,295,0.0,0.0
8726918,1,0,1,295,0.0,0.0
10475740,1,0,1,295,0.0,0.0
10586979,1,1,0,295,0.0,0.0
10637129,1,1,0,295,0.0,0.0
11808511,1,1,1,295,0.0,0.0
13395963,1,1,0,295,0.0,0.0
13937573,1,0,1,295,0.0,0.0
13998098,1,1,0,295,0.0,0.0
15412764,1,0,1,295,0.0,0.0
15512148,1,0,1,295,0.0,0.0
656987,1,1,0,295,0.0,0.0
906635,1,1,0,295,0.0,0.0
906814,1,1,0,295,0.0,0.0
2029520,1,0,1,295,0.0,0.0
2178878,1,0,1,295,0.0,0.0
2608055,1,1,0,295,0.0,0.0
3799331,1,0,1,295,0.0,0.0
6961070,1,1,0,295,0.0,0.0
10134191,1,0,1,295,0.0,0.0
13430153,1,1,0,295,0.0,0.0
15500634,1,1,0,295,0.0,0.0
1333377,1,0,1,290,0.0,0.0
2169833,1,0,1,290,0.0,0.0
7267989,1,1,1,290,0.0,0.0
7484251,1,0,1,290,0.0,0.0
7598781,1,0,1,290,0.0,0.0
7779684,1,0,1,290,0.0,0.0
2221231,1,0,1,290,0.0,0.0
7066434,1,0,1,290,0.0,0.0
8523977,1,0,1,290,0.0,0.0
13641462,1,0,1,290,0.0,0.0
14768852,1,0,1,290,0.0,0.0
2638392,1,0,1,447,1.0,0.0
4435911,1,0,1,447,1.0,0.0
5934045,1,0,1,447,1.0,0.0
12418810,1,0,1,447,1.0,0.0
13990078,1,0,1,447,1.0,0.0
5733377,1,0,1,447,1.0,0.0
7099094,1,0,1,447,1.0,0.0
10513527,1,0,1,447,1.0,0.0
13966279,1,0,1,447,1.0,0.0
15630842,1,0,1,447,1.0,0.0
2638604,1,0,1,601,0.0,0.0
6034828,1,0,1,601,0.0,0.0
7597052,1,0,1,601,0.0,0.0
9400171,1,0,1,601,0.0,0.0
10815126,1,0,1,601,0.0,0.0
451540,1,0,1,601,0.0,0.0
2386241,1,0,1,601,0.0,0.0
2444127,1,0,1,601,0.0,0.0
5373572,1,1,0,601,0.0,0.0
9910958,1,1,0,601,0.0,0.0
11798985,1,1,0,601,0.0,0.0
11815987,1,1,0,601,0.0,0.0
14767151,1,1,0,601,0.0,0.0
2713387,1,0,1,448,1.0,0.0
2853038,1,1,0,448,1.0,0.0
6199610,1,0,1,448,1.0,0.0
7617888,1,0,1,448,1.0,0.0
13277489,1,0,1,448,1.0,0.0
14061409,1,0,1,448,1.0,0.0
4010752,1,0,1,448,1.0,0.0
5860571,1,0,1,448,1.0,0.0
7158574,1,1,1,448,1.0,0.0
7238823,1,0,1,448,1.0,0.0
8670669,1,0,1,448,1.0,0.0
10492009,1,0,1,448,1.0,0.0
2713455,1,0,1,599,0.0,0.0
5953881,1,0,1,599,0.0,0.0
5975007,1,0,1,599,0.0,0.0
5995303,1,0,1,599,0.0,0.0
11896001,1,0,1,599,0.0,0.0
2732115,1,0,1,439,0.0,0.0
2855033,1,0,1,439,0.0,0.0
4258839,1,0,1,439,0.0,0.0
4313183,1,0,1,439,0.0,0.0
5912523,1,0,1,439,0.0,0.0
6196472,1,1,1,439,0.0,0.0
7740968,1,0,1,439,0.0,0.0
9781364,1,0,1,439,0.0,0.0
10741343,1,1,1,439,0.0,0.0
12399496,1,0,1,439,0.0,0.0
12538877,1,1,0,439,0.0,0.0
2099192,1,1,1,439,0.0,0.0
3990752,1,1,0,439,0.0,0.0
4035068,1,0,1,439,0.0,0.0
4051791,1,0,1,439,0.0,0.0
4078407,1,0,1,439,0.0,0.0
5779994,1,0,1,439,0.0,0.0
8565636,1,1,0,439,0.0,0.0
9101975,1,0,1,439,0.0,0.0
11957276,1,0,1,439,0.0,0.0
12100861,1,0,1,439,0.0,0.0
12176176,1,0,1,439,0.0,0.0
12218267,1,0,1,439,0.0,0.0
13530326,1,0,1,439,0.0,0.0
13813727,1,0,1,439,0.0,0.0
15269297,1,1,0,439,0.0,0.0
15420317,1,0,1,439,0.0,0.0
15483508,1,1,0,439,0.0,0.0
617709,1,0,1,439,0.0,0.0
2030649,1,0,1,439,0.0,0.0
4086392,1,0,1,439,0.0,0.0
5573492,1,1,1,439,0.0,0.0
5670752,1,0,1,439,0.0,0.0
8290072,1,1,0,439,0.0,0.0
10532431,1,0,1,439,0.0,0.0
4348204,1,0,1,439,0.0,0.0
14115469,1,1,0,439,0.0,0.0
2732628,1,0,1,312,1.0,0.0
5993194,1,0,1,312,1.0,0.0
8655558,1,0,1,312,1.0,0.0
11400217,1,0,1,312,1.0,0.0
15726468,1,0,1,312,1.0,0.0
2773459,1,0,1,299,0.0,0.0
6036015,1,0,1,299,0.0,0.0
7035643,1,0,1,299,0.0,0.0
9360482,1,0,1,299,0.0,0.0
14082385,1,0,1,299,0.0,0.0
15864890,1,1,1,299,0.0,0.0
15251446,1,1,1,299,0.0,0.0
3294827,1,0,1,291,0.0,0.0
7618058,1,0,1,291,0.0,0.0
9124721,1,0,1,291,0.0,0.0
12520243,1,0,1,291,0.0,0.0
14125072,1,0,1,291,0.0,0.0
417828,1,0,1,291,0.0,0.0
670286,1,0,1,291,0.0,0.0
3910813,1,0,1,291,0.0,0.0
9006840,1,0,1,291,0.0,0.0
11802770,1,0,1,291,0.0,0.0
4293627,1,0,1,409,0.0,0.0
5409924,1,0,1,409,0.0,0.0
10940155,1,0,1,409,0.0,0.0
12522048,1,0,1,409,0.0,0.0
15826791,1,0,1,409,0.0,0.0
824318,1,0,1,409,0.0,0.0
3802857,1,0,1,409,0.0,0.0
7246115,1,0,1,409,0.0,0.0
8933459,1,0,1,409,0.0,0.0
12184351,1,0,1,409,0.0,0.0
4313283,1,0,1,310,1.0,0.0
5933804,1,0,1,310,1.0,0.0
6074398,1,0,1,310,1.0,0.0
9278960,1,0,1,310,1.0,0.0
9339737,1,0,1,310,1.0,0.0
896584,1,1,0,310,1.0,0.0
978353,1,1,0,310,1.0,0.0
3184257,1,0,1,310,1.0,0.0
3949045,1,0,1,310,1.0,0.0
5370336,1,0,1,310,1.0,0.0
6557199,1,0,1,310,1.0,0.0
9685103,2,0,1,310,1.0,0.0
10193727,1,1,0,310,1.0,0.0
10308704,1,0,1,310,1.0,0.0
10375768,1,1,0,310,1.0,0.0
11421881,1,0,1,310,1.0,0.0
11522468,1,1,0,310,1.0,0.0
12198733,1,1,0,310,1.0,0.0
16063028,1,0,1,310,1.0,0.0
4375448,1,0,1,440,0.0,0.0
4375605,1,0,1,440,0.0,0.0
6035548,1,0,1,440,0.0,0.0
7636579,1,0,1,440,0.0,0.0
14062099,1,0,1,440,0.0,0.0
957373,1,0,1,440,0.0,0.0
2190981,1,0,1,440,0.0,0.0
7326385,1,0,1,440,0.0,0.0
7396946,1,1,0,440,0.0,0.0
13813613,1,0,1,440,0.0,0.0
15001228,1,0,1,440,0.0,0.0
15338216,1,1,0,440,0.0,0.0
4433815,1,1,1,602,0.0,0.0
7597793,1,0,1,602,0.0,0.0
7779677,1,0,1,602,0.0,0.0
9279580,1,0,1,602,0.0,0.0
10838084,1,0,1,602,0.0,0.0
12399621,1,0,1,602,0.0,0.0
751646,1,0,1,602,0.0,0.0
5807255,1,0,1,602,0.0,0.0
4456134,1,0,1,313,1.0,0.0
4917301,1,0,1,313,1.0,0.0
5169701,1,0,1,313,1.0,0.0
8409890,1,1,1,313,1.0,0.0
9319665,1,0,1,313,1.0,0.0
13758104,1,0,1,313,1.0,0.0
4000438,1,0,1,313,1.0,0.0
4112222,1,0,1,313,1.0,0.0
4115263,1,0,1,313,1.0,0.0
7513641,1,1,0,313,1.0,0.0
9132728,1,1,0,313,1.0,0.0
10519232,1,0,1,313,1.0,0.0
12237282,1,1,0,313,1.0,0.0
15401404,1,0,1,313,1.0,0.0
4577370,1,0,1,457,2.0,0.0
6788467,1,0,1,457,2.0,0.0
7822004,1,0,1,457,2.0,0.0
10815954,1,0,1,457,2.0,0.0
14144088,1,0,1,457,2.0,0.0
2441558,1,0,1,457,2.0,0.0
2654950,1,0,1,457,2.0,0.0
7452427,1,0,1,457,2.0,0.0
10569746,1,0,1,457,2.0,0.0
15545603,1,0,1,457,2.0,0.0
7504215,1,0,1,572,0.0,0.0
7504215,1,0,1,573,0.0,0.0
7720383,1,0,1,572,0.0,0.0
7720383,1,0,1,573,0.0,0.0
9238354,1,0,1,572,0.0,0.0
9238354,1,0,1,573,0.0,0.0
11020008,1,0,1,572,0.0,0.0
11020008,1,0,1,573,0.0,0.0
12624121,1,0,1,572,0.0,0.0
12624121,1,0,1,573,0.0,0.0
14100827,1,1,0,572,0.0,0.0
14100827,1,1,0,573,0.0,0.0
3994610,1,0,1,572,0.0,0.0
3994610,1,0,1,573,0.0,0.0
4157442,2,0,1,572,0.0,0.0
4157442,2,0,1,573,0.0,0.0
6964909,1,0,1,572,0.0,0.0
6964909,1,0,1,573,0.0,0.0
7439698,1,0,1,572,0.0,0.0
7439698,1,0,1,573,0.0,0.0
8913236,1,0,1,572,0.0,0.0
8913236,1,0,1,573,0.0,0.0
7618535,2,0,1,321,2.0,0.0
9257945,1,0,1,321,2.0,0.0
12438995,1,0,1,321,2.0,0.0
12644603,1,0,1,321,2.0,0.0
14021102,1,0,1,321,2.0,0.0
1767659,1,1,0,321,2.0,0.0
13243248,1,1,0,321,2.0,0.0
8410335,1,0,1,39,0.0,0.0
9400164,1,0,1,39,0.0,0.0
12133548,1,0,1,39,0.0,0.0
12521948,1,0,1,39,0.0,0.0
12603539,1,0,1,39,0.0,0.0
53524,1,1,1,350,0.0,0.0
5635468,1,0,1,350,0.0,0.0
6103179,1,0,1,350,0.0,0.0
7746456,1,0,1,350,0.0,0.0
8877342,1,0,1,350,0.0,0.0
10885995,1,0,1,350,0.0,0.0
55279,1,1,1,352,0.0,0.0
1117984,1,0,1,352,0.0,0.0
2697406,1,0,1,352,0.0,0.0
2741839,1,0,1,352,0.0,0.0
2781719,2,0,1,352,0.0,0.0
2963437,1,0,1,352,0.0,0.0
3550210,1,1,1,352,0.0,0.0
4295716,1,1,1,352,0.0,0.0
4464559,1,0,1,352,0.0,0.0
4484634,2,0,1,352,0.0,0.0
5863278,1,1,1,352,0.0,0.0
6079793,2,1,1,352,0.0,0.0
6139642,1,1,1,352,0.0,0.0
7490153,1,0,1,352,0.0,0.0
7539728,1,1,1,352,0.0,0.0
7768836,2,0,1,352,0.0,0.0
8164093,2,1,1,352,0.0,0.0
9387821,2,0,1,352,0.0,0.0
11027003,1,0,1,352,0.0,0.0
12401823,1,1,1,352,0.0,0.0
12590116,1,0,1,352,0.0,0.0
15809735,1,1,1,352,0.0,0.0
66898,1,1,1,655,2.0,0.0
1529111,1,1,1,655,2.0,0.0
1614464,1,1,1,655,2.0,0.0
1935039,1,0,1,655,2.0,0.0
2003716,1,0,1,655,2.0,0.0
4657773,1,1,1,655,2.0,0.0
4742471,1,1,1,655,2.0,0.0
5027249,1,1,1,655,2.0,0.0
6285001,1,1,1,655,2.0,0.0
6316370,1,1,0,655,2.0,0.0
6362485,1,1,1,655,2.0,0.0
6501403,1,1,1,655,2.0,0.0
6516616,1,1,1,655,2.0,0.0
6798531,1,0,1,655,2.0,0.0
7899095,1,1,1,655,2.0,0.0
8036083,1,1,1,655,2.0,0.0
8182328,1,1,0,655,2.0,0.0
9419019,1,1,0,655,2.0,0.0
9526332,1,0,1,655,2.0,0.0
9532468,1,0,1,655,2.0,0.0
11244395,1,1,1,655,2.0,0.0
11367909,1,1,0,655,2.0,0.0
12755225,1,0,1,655,2.0,0.0
12793708,1,0,1,655,2.0,0.0
12884399,1,0,1,655,2.0,0.0
14336978,1,0,1,655,2.0,0.0
14429337,1,0,1,655,2.0,0.0
15973868,1,0,1,655,2.0,0.0
16052294,1,0,1,655,2.0,0.0
164559,1,0,1,308,1.0,0.0
1382354,1,0,1,308,1.0,0.0
3224166,1,0,1,308,1.0,0.0
3224878,1,0,1,308,1.0,0.0
4552921,1,0,1,308,1.0,0.0
4691597,1,0,1,308,1.0,0.0
9678154,1,0,1,308,1.0,0.0
9760195,1,0,1,308,1.0,0.0
14194462,1,1,1,308,1.0,0.0
15974773,1,1,1,308,1.0,0.0
293269,1,1,0,144,1.0,0.0
1006617,1,1,0,144,1.0,0.0
1119921,1,1,1,144,1.0,0.0
3180209,1,0,1,144,1.0,0.0
4365156,1,1,1,144,1.0,0.0
4526379,2,1,1,144,1.0,0.0
4548274,1,1,0,144,1.0,0.0
4670044,1,1,1,144,1.0,0.0
4835439,1,0,1,144,1.0,0.0
5158928,1,1,1,144,1.0,0.0
5400887,2,1,1,144,1.0,0.0
5903398,2,1,1,144,1.0,0.0
6127415,2,1,1,144,1.0,0.0
6273250,2,0,1,144,1.0,0.0
6314660,2,0,1,144,1.0,0.0
7972481,2,0,1,144,1.0,0.0
8068211,1,0,1,144,1.0,0.0
9289780,1,1,1,144,1.0,0.0
9644170,2,0,1,144,1.0,0.0
11318550,1,1,1,144,1.0,0.0
12653312,1,1,1,144,1.0,0.0
12757352,2,0,1,144,1.0,0.0
12833513,1,1,1,144,1.0,0.0
14528866,2,0,1,144,1.0,0.0
14563920,1,1,1,144,1.0,0.0
14888609,1,1,0,144,1.0,0.0
15899611,1,1,1,144,1.0,0.0
16174546,1,1,1,144,1.0,0.0
380431,1,0,1,654,1.0,0.0
3207766,1,1,1,654,1.0,0.0
3310263,1,1,1,654,1.0,0.0
4017960,1,1,1,654,1.0,0.0
4624754,1,1,1,654,1.0,0.0
5193783,1,0,1,654,1.0,0.0
7806097,1,1,1,654,1.0,0.0
7998464,1,0,1,654,1.0,0.0
9480228,1,1,1,654,1.0,0.0
11159884,1,1,0,654,1.0,0.0
14324570,1,1,1,654,1.0,0.0
14588073,1,1,1,654,1.0,0.0
14834357,1,0,1,654,1.0,0.0
537186,1,1,0,286,0.0,0.0
1060195,2,1,1,286,0.0,0.0
1181816,3,1,1,286,0.0,0.0
1242186,2,1,1,286,0.0,0.0
1263338,3,1,0,286,0.0,0.0
1449653,3,0,1,286,0.0,0.0
1583360,1,0,1,286,0.0,0.0
1610041,3,0,1,286,0.0,0.0
2783969,1,1,1,286,0.0,0.0
2990080,3,0,1,286,0.0,0.0
3010469,3,0,1,286,0.0,0.0
3069889,2,0,1,286,0.0,0.0
3109317,4,0,1,286,0.0,0.0
3123772,1,1,1,286,0.0,0.0
3216539,3,0,1,286,0.0,0.0
4446419,2,1,1,286,0.0,0.0
5158778,1,1,1,286,0.0,0.0
6167955,1,1,1,286,0.0,0.0
6251655,1,0,1,286,0.0,0.0
6314501,1,0,1,286,0.0,0.0
6466652,2,0,1,286,0.0,0.0
7526736,1,1,1,286,0.0,0.0
7586983,1,1,1,286,0.0,0.0
7669122,3,1,1,286,0.0,0.0
7830458,1,1,1,286,0.0,0.0
7855886,3,0,1,286,0.0,0.0
8644739,1,1,1,286,0.0,0.0
9112732,2,1,1,286,0.0,0.0
9147348,3,1,1,286,0.0,0.0
9452410,3,1,1,286,0.0,0.0
9595394,2,0,1,286,0.0,0.0
9633064,2,0,1,286,0.0,0.0
10021799,2,1,0,286,0.0,0.0
10867237,2,1,1,286,0.0,0.0
11137432,2,0,1,286,0.0,0.0
11152677,3,1,0,286,0.0,0.0
11177490,3,0,1,286,0.0,0.0
11231457,2,0,1,286,0.0,0.0
11262340,3,1,1,286,0.0,0.0
11310410,4,0,1,286,0.0,0.0
12695519,2,1,0,286,0.0,0.0
12799414,1,0,1,286,0.0,0.0
12855504,2,0,1,286,0.0,0.0
12855712,4,0,1,286,0.0,0.0
13124186,4,0,1,286,0.0,0.0
13978402,2,1,0,286,0.0,0.0
14072924,3,1,0,286,0.0,0.0
14112719,1,1,0,286,0.0,0.0
14214975,1,1,1,286,0.0,0.0
14580746,2,1,1,286,0.0,0.0
15674404,3,1,1,286,0.0,0.0
16179130,1,0,1,286,0.0,0.0
16197001,4,0,1,286,0.0,0.0
672442,1,1,0,286,0.0,0.0
4006058,1,0,1,286,0.0,0.0
4229577,1,1,0,286,0.0,0.0
5782296,1,0,1,286,0.0,0.0
5812324,1,0,1,286,0.0,0.0
6911240,1,1,0,286,0.0,0.0
7193767,1,1,1,286,0.0,0.0
8664301,1,0,1,286,0.0,0.0
8872467,1,0,1,286,0.0,0.0
9052790,1,0,1,286,0.0,0.0
15541004,1,0,1,286,0.0,0.0
734779,1,1,0,286,0.0,0.0
13149571,1,0,1,286,0.0,0.0
15063753,1,0,1,286,0.0,0.0
547063,1,0,1,556,2.0,0.0
1068342,1,0,1,556,2.0,0.0
1189771,1,1,1,556,2.0,0.0
4293368,1,0,1,556,2.0,0.0
4433135,1,1,0,556,2.0,0.0
7035205,1,0,1,556,2.0,0.0
7503820,1,0,1,556,2.0,0.0
9256148,1,1,0,556,2.0,0.0
10773399,1,1,0,556,2.0,0.0
14307921,1,0,1,556,2.0,0.0
15609003,1,1,0,556,2.0,0.0
15848293,1,0,1,556,2.0,0.0
3324791,1,0,1,556,2.0,0.0
5216376,1,0,1,556,2.0,0.0
6970108,2,0,1,556,2.0,0.0
8301375,1,0,1,556,2.0,0.0
8335758,1,0,1,556,2.0,0.0
8388185,1,0,1,556,2.0,0.0
8424394,1,0,1,556,2.0,0.0
11448375,1,0,1,556,2.0,0.0
13235801,1,0,1,556,2.0,0.0
8551228,1,0,1,556,2.0,0.0
13600803,1,0,1,556,2.0,0.0
13947238,1,0,1,556,2.0,0.0
766911,1,1,0,277,0.0,0.0
2645322,2,0,1,277,0.0,0.0
4296441,1,1,1,277,0.0,0.0
4363088,1,0,1,277,0.0,0.0
4480366,1,1,1,277,0.0,0.0
4484171,2,0,1,277,0.0,0.0
6017708,1,1,0,277,0.0,0.0
6058018,1,1,1,277,0.0,0.0
6098502,1,1,1,277,0.0,0.0
7682547,1,1,0,277,0.0,0.0
7701013,1,1,1,277,0.0,0.0
7788850,1,0,1,277,0.0,0.0
9382567,1,1,0,277,0.0,0.0
9403274,1,1,1,277,0.0,0.0
10263206,1,0,1,277,0.0,0.0
12564948,1,1,1,277,0.0,0.0
14653812,1,0,1,277,0.0,0.0
771216,2,0,1,317,2.0,0.0
1073430,1,1,1,317,2.0,0.0
1117961,3,0,1,317,2.0,0.0
1157055,1,0,1,317,2.0,0.0
1218984,3,0,1,317,2.0,0.0
1336071,3,1,1,317,2.0,0.0
2620388,1,1,0,317,2.0,0.0
2621322,3,1,1,317,2.0,0.0
2739644,3,0,1,317,2.0,0.0
4242855,2,1,1,317,2.0,0.0
4243289,3,1,1,317,2.0,0.0
4337134,2,1,1,317,2.0,0.0
4398923,1,1,1,317,2.0,0.0
4421489,2,0,1,317,2.0,0.0
4465106,2,0,1,317,2.0,0.0
4519479,2,1,1,317,2.0,0.0
4586292,3,0,1,317,2.0,0.0
4919260,1,1,1,317,2.0,0.0
4920062,1,1,1,317,2.0,0.0
6078144,1,1,0,317,2.0,0.0
6082579,2,0,1,317,2.0,0.0
6120475,1,1,0,317,2.0,0.0
6201558,2,1,1,317,2.0,0.0
6793700,2,1,1,317,2.0,0.0
7645207,2,0,1,317,2.0,0.0
7681725,2,1,1,317,2.0,0.0
7723444,1,1,1,317,2.0,0.0
7723545,1,1,1,317,2.0,0.0
9111524,2,0,1,317,2.0,0.0
9220304,1,1,1,317,2.0,0.0
9221761,2,1,1,317,2.0,0.0
9347219,1,0,1,317,2.0,0.0
10798811,2,1,1,317,2.0,0.0
10802256,3,0,1,317,2.0,0.0
10864641,1,0,1,317,2.0,0.0
10901108,3,1,1,317,2.0,0.0
11005699,2,0,1,317,2.0,0.0
11023714,3,1,0,317,2.0,0.0
11403918,1,1,1,317,2.0,0.0
12117279,1,1,0,317,2.0,0.0
12121705,1,0,1,317,2.0,0.0
14044861,2,1,1,317,2.0,0.0
14091797,2,0,1,317,2.0,0.0
14150262,1,0,1,317,2.0,0.0
14172080,3,0,1,317,2.0,0.0
14227957,1,1,1,317,2.0,0.0
14269779,2,1,1,317,2.0,0.0
15665928,3,1,1,317,2.0,0.0
15692717,1,0,1,317,2.0,0.0
15747655,1,1,0,317,2.0,0.0
15792244,2,0,1,317,2.0,0.0
15871110,2,1,1,317,2.0,0.0
1003262,3,0,1,354,0.0,0.0
1018680,1,1,1,354,0.0,0.0
1037964,1,0,1,354,0.0,0.0
1055709,1,0,1,354,0.0,0.0
1138849,2,0,1,354,0.0,0.0
1153244,3,1,1,354,0.0,0.0
1159985,1,0,1,354,0.0,0.0
1179078,3,0,1,354,0.0,0.0
1295226,1,1,1,354,0.0,0.0
1335980,1,1,0,354,0.0,0.0
1341069,1,0,1,354,0.0,0.0
2715242,2,1,1,354,0.0,0.0
2802188,2,0,1,354,0.0,0.0
2863338,2,0,1,354,0.0,0.0
2924397,2,0,1,354,0.0,0.0
4295431,2,1,1,354,0.0,0.0
4318166,1,1,1,354,0.0,0.0
4465008,2,0,1,354,0.0,0.0
4479865,1,1,0,354,0.0,0.0
4545892,1,0,1,354,0.0,0.0
5412942,3,1,1,354,0.0,0.0
5882888,2,1,1,354,0.0,0.0
6139428,1,1,0,354,0.0,0.0
7565036,2,0,1,354,0.0,0.0
7782680,1,1,1,354,0.0,0.0
7784265,1,1,1,354,0.0,0.0
7823161,2,1,0,354,0.0,0.0
9131197,2,0,1,354,0.0,0.0
9164369,2,0,1,354,0.0,0.0
9240175,2,1,0,354,0.0,0.0
9246823,1,0,1,354,0.0,0.0
10749892,2,0,1,354,0.0,0.0
10778571,2,1,1,354,0.0,0.0
10965135,3,0,1,354,0.0,0.0
11028392,2,0,1,354,0.0,0.0
12369870,1,1,0,354,0.0,0.0
12443334,1,1,1,354,0.0,0.0
12503179,2,1,1,354,0.0,0.0
12646923,1,1,0,354,0.0,0.0
14030343,1,0,1,354,0.0,0.0
14045760,2,1,1,354,0.0,0.0
14166734,2,1,1,354,0.0,0.0
15652029,3,0,1,354,0.0,0.0
15793475,1,0,1,354,0.0,0.0
1048837,1,0,1,523,0.0,0.0
2168805,1,0,1,523,0.0,0.0
9320552,1,0,1,523,0.0,0.0
10857180,1,0,1,523,0.0,0.0
10897724,1,0,1,523,0.0,0.0
1723703,1,0,1,523,0.0,0.0
1739934,1,0,1,523,0.0,0.0
1938553,1,0,1,523,0.0,0.0
3523997,1,0,1,523,0.0,0.0
8366840,1,1,1,523,0.0,0.0
13324808,1,0,1,523,0.0,0.0
410041,1,0,1,523,0.0,0.0
13067860,1,0,1,523,0.0,0.0
15308402,1,0,1,523,0.0,0.0
1060155,1,1,1,148,3.0,0.0
1426214,1,1,1,148,3.0,0.0
3191953,1,0,1,148,3.0,0.0
6314009,1,0,1,148,3.0,0.0
6351452,1,0,1,148,3.0,0.0
6390672,1,0,1,148,3.0,0.0
7835569,1,0,1,148,3.0,0.0
14011682,1,1,1,148,3.0,0.0
15754754,1,1,1,148,3.0,0.0
2229038,1,0,1,148,3.0,0.0
2582160,1,0,1,148,3.0,0.0
2586111,1,0,1,148,3.0,0.0
4183952,1,0,1,148,3.0,0.0
8834666,1,1,0,148,3.0,0.0
8904811,1,0,1,148,3.0,0.0
9014610,1,1,0,148,3.0,0.0
10154304,1,0,1,148,3.0,0.0
10529173,1,0,1,148,3.0,0.0
11750624,1,0,1,148,3.0,0.0
11827058,1,0,1,148,3.0,0.0
13812238,1,0,1,148,3.0,0.0
15210050,1,0,1,148,3.0,0.0
1097628,1,0,1,505,0.0,0.0
2660624,1,0,1,505,0.0,0.0
2737643,1,0,1,505,0.0,0.0
9448548,1,0,1,505,0.0,0.0
14152843,1,0,1,505,0.0,0.0
619060,1,0,1,505,0.0,0.0
5484994,1,0,1,505,0.0,0.0
7427030,1,0,1,505,0.0,0.0
8949387,1,0,1,505,0.0,0.0
9910331,1,1,1,505,0.0,0.0
10152004,1,1,0,505,0.0,0.0
10336668,1,0,1,505,0.0,0.0
10557332,1,0,1,505,0.0,0.0
11932856,1,1,1,505,0.0,0.0
13813710,1,0,1,505,0.0,0.0
405859,1,0,1,505,0.0,0.0
406083,1,0,1,505,0.0,0.0
7280979,1,0,1,505,0.0,0.0
10346302,1,0,1,505,0.0,0.0
13782652,1,0,1,505,0.0,0.0
13957834,1,1,0,505,0.0,0.0
1157156,1,0,1,351,0.0,0.0
1277859,1,0,1,351,0.0,0.0
4245888,1,0,1,351,0.0,0.0
9325980,1,0,1,351,0.0,0.0
14213355,1,0,1,351,0.0,0.0
1242143,1,1,1,650,0.0,0.0
1439960,1,1,1,650,0.0,0.0
1498028,1,1,0,650,0.0,0.0
1688903,1,1,1,650,0.0,0.0
1696517,1,1,0,650,0.0,0.0
3131449,1,1,0,650,0.0,0.0
4762792,2,0,1,650,0.0,0.0
4795596,1,0,1,650,0.0,0.0
5019756,1,1,1,650,0.0,0.0
6454335,1,0,1,650,0.0,0.0
7944439,1,0,1,650,0.0,0.0
7982093,1,0,1,650,0.0,0.0
9752683,2,1,1,650,0.0,0.0
9755622,1,0,1,650,0.0,0.0
11221861,1,0,1,650,0.0,0.0
11390057,1,0,1,650,0.0,0.0
12847014,1,0,1,650,0.0,0.0
12964498,1,1,1,650,0.0,0.0
