,ucid,difficulty,subject,learning_stage,level1_id,level2_id,level3_id,level4_id,content_name
446,kaswy5Iwfp5d3/3ST/V5AU2yqxKhaFF+OP11w7VeMK4=,0.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,7f73q332BKPBXaixasa4EkUb+pF6VAsLxNIg4506JJs=,YM8uggtD5HZBGCCzNJLU90fC9C+B8/bZP3x483rb7PI=,0J0tnqqN7IV7P108aeJCQRw1+X4UKcrkyLOD6za/uJQ=,"[Базовый] Используйте все коэффициенты равными 1, чтобы решить проблему"
447,L+pBxoDmfvJzX698b7RhtpKO1uhwzPak3xnbSyJzECo=,1.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,7f73q332BKPBXaixasa4EkUb+pF6VAsLxNIg4506JJs=,YM8uggtD5HZBGCCzNJLU90fC9C+B8/bZP3x483rb7PI=,SNlLRBXlomLRGm/xYxZwl4AefTdtAbQiyF6bxu+sF08=,[Дополнительно] Два десятичных знака в числовой строке
448,C2mLl3LPA63WewP1k+Xh1aXlNuGWnhIOUKANkoz5sA8=,1.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,7f73q332BKPBXaixasa4EkUb+pF6VAsLxNIg4506JJs=,YM8uggtD5HZBGCCzNJLU90fC9C+B8/bZP3x483rb7PI=,SNlLRBXlomLRGm/xYxZwl4AefTdtAbQiyF6bxu+sF08=,[Дополнительно] Добавление и вычитание двух знаков после запятой в числовой строке
449,lPKM8YFzXEcDQuekpp3DK5DdL1KlQ2T0z5lDPWaESgw=,1.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,7f73q332BKPBXaixasa4EkUb+pF6VAsLxNIg4506JJs=,YM8uggtD5HZBGCCzNJLU90fC9C+B8/bZP3x483rb7PI=,Mkidz/whksvJEjlKGf5VWbI0FHs5oKb3KWwOUm4lObo=,【Дополнительно】Используйте десятичное умножение для решения задач
450,qFkV0za7uPY3RmryLxsEk7Ein+05CaxcU9fXymqOGxk=,1.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,7f73q332BKPBXaixasa4EkUb+pF6VAsLxNIg4506JJs=,YM8uggtD5HZBGCCzNJLU90fC9C+B8/bZP3x483rb7PI=,SNlLRBXlomLRGm/xYxZwl4AefTdtAbQiyF6bxu+sF08=,【Дополнительно】 Комплексные упражнения для сложения и вычитания нескольких знаков после запятой
451,4MP++M0mzDth2XpfseRILPjwOXOAk+Z2oAquU+nEEYE=,1.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,7f73q332BKPBXaixasa4EkUb+pF6VAsLxNIg4506JJs=,YM8uggtD5HZBGCCzNJLU90fC9C+B8/bZP3x483rb7PI=,0J0tnqqN7IV7P108aeJCQRw1+X4UKcrkyLOD6za/uJQ=,【Дополнительно】Подробные упражнения по соотношению и применению
452,FJzw+tZX1ifB8bWZsiI1O/zF5LjsyzzAKwvBigQ10uY=,2.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,7f73q332BKPBXaixasa4EkUb+pF6VAsLxNIg4506JJs=,YM8uggtD5HZBGCCzNJLU90fC9C+B8/bZP3x483rb7PI=,wd88fUub58khtgxAVOw4kBLl8iMqar1bUQ48ckpc8lU=,【Общие】Комплексные упражнения с двумя десятичными знаками
453,fdLm1viqYUbXjdbyioDM4zseCsyOlX3y5HIHd8fPJXM=,2.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,7f73q332BKPBXaixasa4EkUb+pF6VAsLxNIg4506JJs=,YM8uggtD5HZBGCCzNJLU90fC9C+B8/bZP3x483rb7PI=,wd88fUub58khtgxAVOw4kBLl8iMqar1bUQ48ckpc8lU=,【Общие】Применение сложения и вычитания двух знаков после запятой
454,P7ylAtyaUeaapiNAor3BY5fi3JH6Swz5Azu48jtbZps=,2.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,7f73q332BKPBXaixasa4EkUb+pF6VAsLxNIg4506JJs=,YM8uggtD5HZBGCCzNJLU90fC9C+B8/bZP3x483rb7PI=,wd88fUub58khtgxAVOw4kBLl8iMqar1bUQ48ckpc8lU=,【Общие】Десятичные числа и длина
455,9f1FmaQfbOo76nn6Dbh5CDn3qfIP8JDD3YqD4/LnOPc=,2.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,7f73q332BKPBXaixasa4EkUb+pF6VAsLxNIg4506JJs=,YM8uggtD5HZBGCCzNJLU90fC9C+B8/bZP3x483rb7PI=,SNlLRBXlomLRGm/xYxZwl4AefTdtAbQiyF6bxu+sF08=,【Общие】 Комплексные упражнения для сложения и вычитания нескольких знаков после запятой
456,9DvpqliuikAji14RPwHUjWDnOLbbWTLxJ9jsXn20c14=,2.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,7f73q332BKPBXaixasa4EkUb+pF6VAsLxNIg4506JJs=,YM8uggtD5HZBGCCzNJLU90fC9C+B8/bZP3x483rb7PI=,SNlLRBXlomLRGm/xYxZwl4AefTdtAbQiyF6bxu+sF08=,[Общие] Сложение и вычитание нескольких знаков после запятой
457,YRZkayzEaq6umqAo3NH1MiLW1oqHFPHDmlEIrn/EWb0=,2.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,7f73q332BKPBXaixasa4EkUb+pF6VAsLxNIg4506JJs=,YM8uggtD5HZBGCCzNJLU90fC9C+B8/bZP3x483rb7PI=,SNlLRBXlomLRGm/xYxZwl4AefTdtAbQiyF6bxu+sF08=,【Общие】Обозначение десятичных знаков в числовой строке
458,mFkhx+OuLeG7T+2eWVBNjiY7HoTkp4O2/nAXxxunQAs=,2.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,7f73q332BKPBXaixasa4EkUb+pF6VAsLxNIg4506JJs=,YM8uggtD5HZBGCCzNJLU90fC9C+B8/bZP3x483rb7PI=,fNFEhomhQDmEwmA03A4ElIcd7DOpOsrYlcR4IgGqTKQ=,【Общие】Общие упражнения по делению целых чисел и десятичных дробей на целые числа
459,1832ZH2Snk3B6ztlqJVE6Ias3IiPSH5gGZBuYAy7SvI=,2.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,7f73q332BKPBXaixasa4EkUb+pF6VAsLxNIg4506JJs=,YM8uggtD5HZBGCCzNJLU90fC9C+B8/bZP3x483rb7PI=,0J0tnqqN7IV7P108aeJCQRw1+X4UKcrkyLOD6za/uJQ=,"【Общие】 Расчет повышения цены, наценки и процентов"
460,raMY2KsWUz4cVl+qdETMESK2+5AfHY2XD1XwN7GugPI=,0.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,7f73q332BKPBXaixasa4EkUb+pF6VAsLxNIg4506JJs=,a2w4FdOiBsy7t1fsstano3rtWKyay8qPhPd4U6Er7YQ=,XczvvOsEpv0f/z/iadpgrZQUjvQNRY2oXAUvR+xgoMM=,【Основные】 Расчет сложения и вычитания километров и метров
461,M8Lfw5taHmpTdDkfSEoNpd9/xmXC2wRXO6O0Bs4qOIw=,0.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,7f73q332BKPBXaixasa4EkUb+pF6VAsLxNIg4506JJs=,a2w4FdOiBsy7t1fsstano3rtWKyay8qPhPd4U6Er7YQ=,XczvvOsEpv0f/z/iadpgrZQUjvQNRY2oXAUvR+xgoMM=,【Основные】 Расчет сложения и вычитания литров и миллилитров
462,WkBETrljVP4CWMKsouy8P5j94DMpD1mdMxCCZ7ftnN0=,0.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,7f73q332BKPBXaixasa4EkUb+pF6VAsLxNIg4506JJs=,a2w4FdOiBsy7t1fsstano3rtWKyay8qPhPd4U6Er7YQ=,XczvvOsEpv0f/z/iadpgrZQUjvQNRY2oXAUvR+xgoMM=,【Основные】 Расчет сложения и вычитания килограммов и граммов
463,V2RVC5jgSEbmKRDBgXNFrA6t5vqFslxPIkcmjHuVXYY=,2.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,7f73q332BKPBXaixasa4EkUb+pF6VAsLxNIg4506JJs=,a2w4FdOiBsy7t1fsstano3rtWKyay8qPhPd4U6Er7YQ=,XczvvOsEpv0f/z/iadpgrZQUjvQNRY2oXAUvR+xgoMM=,【Общие】Комплексные упражнения для двух единиц
464,TvBq4rNq8Bfuxgn+XZqr6qR9rSetLyfNd6vwdxaOk28=,0.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,7f73q332BKPBXaixasa4EkUb+pF6VAsLxNIg4506JJs=,scsWmkZsfmdmD2IzB24sQ1Au1BOXYgQEx9zO3+4glq8=,E99V4emmLQ1x1oa0Q6PLCAuoqHGExyflTmU/gusyNm0=,"[Базовый] Более десяти, более ста и более тысячи"
465,xCOPGQ151m467iuNwHOaIi4ZTipNvQ4/0wB+zcxGjLQ=,0.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,7f73q332BKPBXaixasa4EkUb+pF6VAsLxNIg4506JJs=,scsWmkZsfmdmD2IzB24sQ1Au1BOXYgQEx9zO3+4glq8=,orRpyO95F3mwPptd/5xtIk8d/dS50L0WucfG7OYzxYw=,[Основные] Умножение больших чисел
466,VXrPlBOiCgJ5r2VB+WDJn4TuHK2oRH9ffhgulsCm+Dw=,0.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,7f73q332BKPBXaixasa4EkUb+pF6VAsLxNIg4506JJs=,scsWmkZsfmdmD2IzB24sQ1Au1BOXYgQEx9zO3+4glq8=,orRpyO95F3mwPptd/5xtIk8d/dS50L0WucfG7OYzxYw=,[Основное] деление больших чисел
467,CPI+5YCeEmhqdk6znJeii6jJUNl1QWGEvwCUJ6uLflg=,0.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,7f73q332BKPBXaixasa4EkUb+pF6VAsLxNIg4506JJs=,scsWmkZsfmdmD2IzB24sQ1Au1BOXYgQEx9zO3+4glq8=,0kg46I/6iMMbn3w0M3CGBQ0jcjNGl+29E3S2vihaIo0=,[Базовый] Однозначное соответствие чисел
468,hv7kHCAIdj7thZUmlqz553leG5bFNYgzXmLfB5m4Xvw=,0.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,7f73q332BKPBXaixasa4EkUb+pF6VAsLxNIg4506JJs=,scsWmkZsfmdmD2IzB24sQ1Au1BOXYgQEx9zO3+4glq8=,0kg46I/6iMMbn3w0M3CGBQ0jcjNGl+29E3S2vihaIo0=,[Базовый] Первые несколько
469,TwyqyV1uJYlDAX8wX/PtTCVZEBo/APIVfTzzleGkNCQ=,0.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,7f73q332BKPBXaixasa4EkUb+pF6VAsLxNIg4506JJs=,scsWmkZsfmdmD2IzB24sQ1Au1BOXYgQEx9zO3+4glq8=,0kg46I/6iMMbn3w0M3CGBQ0jcjNGl+29E3S2vihaIo0=,[Базовый] 6-й и 6-й
470,T7V7D8OgJF2BeuK/agj56BY9ibTmoqRbGdtwrt8a1SQ=,0.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,7f73q332BKPBXaixasa4EkUb+pF6VAsLxNIg4506JJs=,scsWmkZsfmdmD2IzB24sQ1Au1BOXYgQEx9zO3+4glq8=,0kg46I/6iMMbn3w0M3CGBQ0jcjNGl+29E3S2vihaIo0=,[Базовый] Сравнение размеров в пределах 10
471,PqQyQvOjvvozBCtlR/0pL8uxhe0K63IPiKYCi1tDG1o=,0.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,7f73q332BKPBXaixasa4EkUb+pF6VAsLxNIg4506JJs=,scsWmkZsfmdmD2IzB24sQ1Au1BOXYgQEx9zO3+4glq8=,0kg46I/6iMMbn3w0M3CGBQ0jcjNGl+29E3S2vihaIo0=,【Основные】Числа от 11 до 20
472,svTmVFY7kPYUWAdDc4l5Zaim90TY7RGkFLs/eaU4FVc=,0.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,7f73q332BKPBXaixasa4EkUb+pF6VAsLxNIg4506JJs=,scsWmkZsfmdmD2IzB24sQ1Au1BOXYgQEx9zO3+4glq8=,TGo2lGzYTV/WNVrFuE6/+FqaNcocmwvd8V2uJ2FC5D4=,【Базовый】Десять и один номер
473,OVGQBBcCHSOyJ89uwY+z15n2iuZYrv8Tajf37jiGzqc=,0.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,7f73q332BKPBXaixasa4EkUb+pF6VAsLxNIg4506JJs=,scsWmkZsfmdmD2IzB24sQ1Au1BOXYgQEx9zO3+4glq8=,TGo2lGzYTV/WNVrFuE6/+FqaNcocmwvd8V2uJ2FC5D4=,[Базовый] Дюжина или около того (1)
474,lvobiTtwUsd1ylmrciW7NzJnmmcqFC1J9PmoZ6R8xK0=,0.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,7f73q332BKPBXaixasa4EkUb+pF6VAsLxNIg4506JJs=,scsWmkZsfmdmD2IzB24sQ1Au1BOXYgQEx9zO3+4glq8=,TGo2lGzYTV/WNVrFuE6/+FqaNcocmwvd8V2uJ2FC5D4=,[Базовый] Дюжина или около того (2)
475,dp0m1kS6Bygoksx9S/gkBqTcWPoglbf1HT3Ma3U3N8U=,0.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,7f73q332BKPBXaixasa4EkUb+pF6VAsLxNIg4506JJs=,scsWmkZsfmdmD2IzB24sQ1Au1BOXYgQEx9zO3+4glq8=,TGo2lGzYTV/WNVrFuE6/+FqaNcocmwvd8V2uJ2FC5D4=,【Основные】Порядок чисел_в пределах 100
476,w3a6Wk12CqIrUktZei2Z0W3Rf8xdgEdjIW9QX0MWIf8=,0.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,7f73q332BKPBXaixasa4EkUb+pF6VAsLxNIg4506JJs=,scsWmkZsfmdmD2IzB24sQ1Au1BOXYgQEx9zO3+4glq8=,TGo2lGzYTV/WNVrFuE6/+FqaNcocmwvd8V2uJ2FC5D4=,"[Базовый] 2 номера, 5 номеров"
477,jImuGvSym6odgRoYw7vgkq4HUbmJ1tDW9fq6bo/yN5s=,0.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,7f73q332BKPBXaixasa4EkUb+pF6VAsLxNIg4506JJs=,scsWmkZsfmdmD2IzB24sQ1Au1BOXYgQEx9zO3+4glq8=,TGo2lGzYTV/WNVrFuE6/+FqaNcocmwvd8V2uJ2FC5D4=,[Основное] Считать деньги
478,ZilXWSbduOENN7B3A3JpDKyx61nNdU+D7av0CVJeIL0=,0.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,7f73q332BKPBXaixasa4EkUb+pF6VAsLxNIg4506JJs=,scsWmkZsfmdmD2IzB24sQ1Au1BOXYgQEx9zO3+4glq8=,PK02WK9cDKscLY+7LFMF1MKzWtyY4P/9sCTWv0xoCy8=,[Основные] Комплексные упражнения на рядах с целыми числами
479,cvnGl+iUiKphfjbPcE0G7/HRE/Q51L3w0x0WhVLy1cs=,0.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,7f73q332BKPBXaixasa4EkUb+pF6VAsLxNIg4506JJs=,scsWmkZsfmdmD2IzB24sQ1Au1BOXYgQEx9zO3+4glq8=,PK02WK9cDKscLY+7LFMF1MKzWtyY4P/9sCTWv0xoCy8=,[Основной] Счет на числовой прямой
480,kWC7tp+Ms6zrg+kHdqOvEhUdKpT4PZOSEDZvFE9v2sE=,0.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,7f73q332BKPBXaixasa4EkUb+pF6VAsLxNIg4506JJs=,scsWmkZsfmdmD2IzB24sQ1Au1BOXYgQEx9zO3+4glq8=,PK02WK9cDKscLY+7LFMF1MKzWtyY4P/9sCTWv0xoCy8=,[Базовый] Числовой интервал 2
481,mN1tllkKVTTojQYca9a9pFVaS70PFjtGTTiXHZVFwRg=,0.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,7f73q332BKPBXaixasa4EkUb+pF6VAsLxNIg4506JJs=,scsWmkZsfmdmD2IzB24sQ1Au1BOXYgQEx9zO3+4glq8=,PK02WK9cDKscLY+7LFMF1MKzWtyY4P/9sCTWv0xoCy8=,[Базовый] Сложение и вычитание в числовой строке
482,V+g9Veh447rxTQ4761Lvccc9KGxXM6jr5uQP8TTpYBA=,0.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,7f73q332BKPBXaixasa4EkUb+pF6VAsLxNIg4506JJs=,scsWmkZsfmdmD2IzB24sQ1Au1BOXYgQEx9zO3+4glq8=,E99V4emmLQ1x1oa0Q6PLCAuoqHGExyflTmU/gusyNm0=,【Базовый】Комплексные упражнения для чисел в пределах 10000
483,XO9+ucYiWTUi8SwVantzYmJrR1nuQBhpI0dy9yPYNrU=,0.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,7f73q332BKPBXaixasa4EkUb+pF6VAsLxNIg4506JJs=,scsWmkZsfmdmD2IzB24sQ1Au1BOXYgQEx9zO3+4glq8=,E99V4emmLQ1x1oa0Q6PLCAuoqHGExyflTmU/gusyNm0=,[Базовый] Понимание и обмен монет
484,T+rWMKiJgE6rmRdVUFc0WOeDY0RVPhl0EYU/hS4dlSc=,0.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,7f73q332BKPBXaixasa4EkUb+pF6VAsLxNIg4506JJs=,scsWmkZsfmdmD2IzB24sQ1Au1BOXYgQEx9zO3+4glq8=,E99V4emmLQ1x1oa0Q6PLCAuoqHGExyflTmU/gusyNm0=,【Основные】Сравнение размеров и применение чисел
485,jvSzlPLRjqqstMszjfw2Y1+0IOmVTo8P8l/rpJzPgNU=,0.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,7f73q332BKPBXaixasa4EkUb+pF6VAsLxNIg4506JJs=,scsWmkZsfmdmD2IzB24sQ1Au1BOXYgQEx9zO3+4glq8=,E99V4emmLQ1x1oa0Q6PLCAuoqHGExyflTmU/gusyNm0=,"[Базовый] Тысячи, сотни, десятки 1"
486,hWfAiJgEzK9NSh1jxPBGRiCGV+lYwQ/qoXFxJbFyoWM=,0.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,7f73q332BKPBXaixasa4EkUb+pF6VAsLxNIg4506JJs=,scsWmkZsfmdmD2IzB24sQ1Au1BOXYgQEx9zO3+4glq8=,E99V4emmLQ1x1oa0Q6PLCAuoqHGExyflTmU/gusyNm0=,[Основной] Сколько тысяч?
487,aQys6A/5FjGwd7dQ0KQ4h/5zmPrM7lbkwj2ZkuhMepo=,0.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,7f73q332BKPBXaixasa4EkUb+pF6VAsLxNIg4506JJs=,scsWmkZsfmdmD2IzB24sQ1Au1BOXYgQEx9zO3+4glq8=,E99V4emmLQ1x1oa0Q6PLCAuoqHGExyflTmU/gusyNm0=,"[Базовый] Тысячи, сотни, десятки 2"
488,0o4JbsG6rcRJSeQKtJ2tAUo1PL+wlyvYlEr/nB4zkOo=,0.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,7f73q332BKPBXaixasa4EkUb+pF6VAsLxNIg4506JJs=,scsWmkZsfmdmD2IzB24sQ1Au1BOXYgQEx9zO3+4glq8=,lYX6KfVh+HrIzb8gG63LrQ7sKsdcmN8xDPRngSyL7t4=,【Базовый】Комплексные упражнения на сложение и вычитание в пределах 10000
489,KvhsJhsUPgRAkELozyZg5wm6g/5PWhrs7XkXvqja6R8=,0.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,7f73q332BKPBXaixasa4EkUb+pF6VAsLxNIg4506JJs=,scsWmkZsfmdmD2IzB24sQ1Au1BOXYgQEx9zO3+4glq8=,lYX6KfVh+HrIzb8gG63LrQ7sKsdcmN8xDPRngSyL7t4=,[Базовый] Добавление трех цифр: перенос
490,PbVYI1CRNaSeyeEyzq2xT68tf/hq17mof2B8FYiM+io=,0.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,7f73q332BKPBXaixasa4EkUb+pF6VAsLxNIg4506JJs=,scsWmkZsfmdmD2IzB24sQ1Au1BOXYgQEx9zO3+4glq8=,lYX6KfVh+HrIzb8gG63LrQ7sKsdcmN8xDPRngSyL7t4=,[Базовый] Дополнение в пределах 10000
491,gpzB0k8E8rfNWqMLhPK2MTqX0O3neWD2M7U3NuU1SJ8=,0.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,7f73q332BKPBXaixasa4EkUb+pF6VAsLxNIg4506JJs=,scsWmkZsfmdmD2IzB24sQ1Au1BOXYgQEx9zO3+4glq8=,lYX6KfVh+HrIzb8gG63LrQ7sKsdcmN8xDPRngSyL7t4=,[Базовый] Вычитание второго отречения
492,Sz/KKL9ywpxyPJ7heAWEqkt/tf/nbDP5b4f1m7EbBVk=,0.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,7f73q332BKPBXaixasa4EkUb+pF6VAsLxNIg4506JJs=,scsWmkZsfmdmD2IzB24sQ1Au1BOXYgQEx9zO3+4glq8=,lYX6KfVh+HrIzb8gG63LrQ7sKsdcmN8xDPRngSyL7t4=,[Базовый] Вычитание нескольких отречений
493,L3ZeqTupA6ZuETrW3aXaw86JZGYl1uRF5LkZGKDhois=,0.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,7f73q332BKPBXaixasa4EkUb+pF6VAsLxNIg4506JJs=,scsWmkZsfmdmD2IzB24sQ1Au1BOXYgQEx9zO3+4glq8=,QveDXHYtspe3tNggjIr6cNoA1ghw4K5kmQT115hFzYI=,"【Основные】 Комплексные упражнения на сложение, вычитание и оценку"
494,AvVjpkv6dhnbfTduLjLGr3yAy+u/yrG3tRyFD0dnplI=,0.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,7f73q332BKPBXaixasa4EkUb+pF6VAsLxNIg4506JJs=,scsWmkZsfmdmD2IzB24sQ1Au1BOXYgQEx9zO3+4glq8=,QveDXHYtspe3tNggjIr6cNoA1ghw4K5kmQT115hFzYI=,[Базовый] Сложение и вычитание трех чисел
495,UvC6kSISYOndybh30jYllToowJOirq81gPZsMmHnsNo=,0.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,7f73q332BKPBXaixasa4EkUb+pF6VAsLxNIg4506JJs=,scsWmkZsfmdmD2IzB24sQ1Au1BOXYgQEx9zO3+4glq8=,QveDXHYtspe3tNggjIr6cNoA1ghw4K5kmQT115hFzYI=,【Базовый】Непрерывное добавление и комбинирование
496,finh11g4fr3tjeY0F7m5HvkDtQGrF8e5Q6ZNMX1YLo4=,0.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,7f73q332BKPBXaixasa4EkUb+pF6VAsLxNIg4506JJs=,scsWmkZsfmdmD2IzB24sQ1Au1BOXYgQEx9zO3+4glq8=,QveDXHYtspe3tNggjIr6cNoA1ghw4K5kmQT115hFzYI=,【Основные】Непрерывное вычитание и комбинирование
497,vVpSKAMQbTMvtdERR0ksOeRmmaFt0R210t4Z//0RpPA=,0.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,7f73q332BKPBXaixasa4EkUb+pF6VAsLxNIg4506JJs=,scsWmkZsfmdmD2IzB24sQ1Au1BOXYgQEx9zO3+4glq8=,QveDXHYtspe3tNggjIr6cNoA1ghw4K5kmQT115hFzYI=,[Базовый] Сложение и вычитание смешанные параллельные
498,Fwdh4gilz6J+a7i4zJMgpSHaln8cmbwVkMg5DeeW+8o=,0.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,7f73q332BKPBXaixasa4EkUb+pF6VAsLxNIg4506JJs=,scsWmkZsfmdmD2IzB24sQ1Au1BOXYgQEx9zO3+4glq8=,QveDXHYtspe3tNggjIr6cNoA1ghw4K5kmQT115hFzYI=,【Базовый】Аддитивная оценка
499,WW5taWjwvqMRopp4FSxyhhnCJvKHzed+c3PuWh5gifI=,0.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,7f73q332BKPBXaixasa4EkUb+pF6VAsLxNIg4506JJs=,scsWmkZsfmdmD2IzB24sQ1Au1BOXYgQEx9zO3+4glq8=,QveDXHYtspe3tNggjIr6cNoA1ghw4K5kmQT115hFzYI=,[Основной] Оценка вычитания
500,dU4LbugoGp4U2bvHZqTvZ0EcB6yr4pC96uqyprkEapY=,0.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,7f73q332BKPBXaixasa4EkUb+pF6VAsLxNIg4506JJs=,scsWmkZsfmdmD2IzB24sQ1Au1BOXYgQEx9zO3+4glq8=,J4b52SaGP1y17dY4j2kb8C4G0/RcwrjRoWm9I+C2auY=,[Базовый] Комплексные упражнения для прямого вычисления умножения
501,Xt9R4E9f2za5+yOINEKCRJbnm/ML+pyrsUJb6rs1XTk=,0.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,7f73q332BKPBXaixasa4EkUb+pF6VAsLxNIg4506JJs=,scsWmkZsfmdmD2IzB24sQ1Au1BOXYgQEx9zO3+4glq8=,J4b52SaGP1y17dY4j2kb8C4G0/RcwrjRoWm9I+C2auY=,[Базовый] Умножение десяти и сотен
