,timestamp_TW,uuid,ucid,upid,problem_number,exercise_problem_repeat_session,is_correct,total_sec_taken,total_attempt_cnt,used_hint_cnt,is_hint_used,level
7099094,2018-12-27 16:30:00 UTC,RQClWrR9KkuJcWnx4PtHsvWczNNjroerrNiZ9YlSf/Q=,L+pBxoDmfvJzX698b7RhtpKO1uhwzPak3xnbSyJzECo=,aoZKmH//Ddm7L47X5JePRyOjbEwQcTJg/38Ph9xJfIs=,3,1,0,12,1,0,1,0
7100061,2018-12-24 08:30:00 UTC,Wukk7jaUyRT+9slno5E2dfl2MmGu8gr9fm/VZfbMjds=,L3ZeqTupA6ZuETrW3aXaw86JZGYl1uRF5LkZGKDhois=,anTPpnb/dh0a/RaQHCeb6kAhoe7C/JHx0YqOrQTX18E=,3,1,0,34,1,0,1,0
7101243,2018-12-13 16:30:00 UTC,RQClWrR9KkuJcWnx4PtHsvWczNNjroerrNiZ9YlSf/Q=,PZiMEThYIWDp5LXaqdNHdOfMunTBCS2DXk0x9ctcOzk=,334dTA6T2SNreq9zVY+1bxx/0b5bW34gFioJiPpMg2g=,1,1,0,81,1,0,1,0
7101376,2018-12-10 12:45:00 UTC,fQnb3lzosPacNsUgP6E/+mfKEbXYYiDifqRell7OiIQ=,JZfQaPLUEZBed+XMOOWufLndpgukChiiKsqH/d+cxlI=,udZ7z6MkvCLpUAvOA7RdHO4MRziL/jkeXyiR1M8dSkw=,11,1,0,12,1,0,1,2
7102361,2018-12-22 09:00:00 UTC,Wukk7jaUyRT+9slno5E2dfl2MmGu8gr9fm/VZfbMjds=,5GSDEOPz8ykUYPVBbe6s8+TAN1rUxtQgcpirWtxAP30=,cbE9j1NQkyBNFbMy4NrKtNTEjgCqSINTNr5jKXzsI/Q=,12,1,0,5,1,0,1,3
7105231,2018-12-20 20:30:00 UTC,IAWYR42lDG0XufInjBh/g1uYDhBM7uuf9sGJeEO+LO4=,PqQyQvOjvvozBCtlR/0pL8uxhe0K63IPiKYCi1tDG1o=,FSLYjfxaq2d0NsPH2IqjDhXs1wy3i0s381EbQrJU5qc=,2,1,0,17,1,0,1,0
7105608,2018-12-10 12:45:00 UTC,dT6MCCk97cFngXtRX63bS87OijiKgJpKlCwykYzc1Wo=,RyHgPcXfEn/CVHtbJsSpZTh3Ri3giA5M6sf1VGayr7c=,ox/NngbxkiXM/njr02hpfTsrZEWNPCYLb8yF1p0bmE4=,7,1,0,51,1,0,1,0
7105926,2018-12-20 21:00:00 UTC,Wukk7jaUyRT+9slno5E2dfl2MmGu8gr9fm/VZfbMjds=,UvC6kSISYOndybh30jYllToowJOirq81gPZsMmHnsNo=,T4+XokijWUsl8M26uPIBTzpiJY6mQUUqN2uSFWheDVA=,15,1,0,19,1,0,1,1
7106570,2018-12-25 08:30:00 UTC,Wukk7jaUyRT+9slno5E2dfl2MmGu8gr9fm/VZfbMjds=,Fwdh4gilz6J+a7i4zJMgpSHaln8cmbwVkMg5DeeW+8o=,bR7SJflktQ4nKM9LFeSwpPiAh25o5i8Cglu3JlgBP9s=,15,1,0,24,1,0,1,1
7108137,2018-12-04 10:15:00 UTC,dT6MCCk97cFngXtRX63bS87OijiKgJpKlCwykYzc1Wo=,mN1tllkKVTTojQYca9a9pFVaS70PFjtGTTiXHZVFwRg=,jU38Fz4oVNJ7433o6ceKPW3y5tiBGxAxnDSV+/orJkA=,6,1,0,14,1,0,1,1
7109291,2018-10-23 16:45:00 UTC,9SgNlDjJycgGdjrzBt7AZBN6AFHupfn3ewBDfAWsNdQ=,rrZveAGxgrsKF1qL65AmLVqda8Zbg24xqWyj34qac9c=,ftd83byEkCJP2Rr/X/jbvXh0UcHzb+Vb7F6Tyae+9zY=,32,3,1,9,1,4,0,0
7111085,2018-10-17 09:00:00 UTC,8ye9bP6tb2KfFjSRd6LlJDnU9p2DL4iDRaqmW3gMShk=,s50m57r2jUJxOLDuXF77hZ35UjzqvVkzPKEWj9xqzxI=,icMHiIEFWrptfUuFHr2y0kCfF9lLbj2XdAbc/zwvJPA=,1,1,0,23,1,0,1,0
7111680,2018-10-28 20:15:00 UTC,m8YEBkYtpPjrlfIPFARTiM3pKLX7k55yoUIjhFPGEqI=,k8mqp+KZGRgdlEg/caQhZBQLHh9jgIXK+aTtrCuSd0s=,IuMHN2V+Y7cUy3JjMjOT/nhTwqn/LQLGEhHXXJcNjUk=,1,1,0,16,1,0,1,0
7112825,2018-10-27 22:30:00 UTC,m8YEBkYtpPjrlfIPFARTiM3pKLX7k55yoUIjhFPGEqI=,hv7kHCAIdj7thZUmlqz553leG5bFNYgzXmLfB5m4Xvw=,eg/cLSXWACstmiTGyyl6OPUGQ3B8L3NEyxzvzZ9yRDU=,4,1,0,10,1,0,1,0
7113754,2018-10-05 18:30:00 UTC,IAWYR42lDG0XufInjBh/g1uYDhBM7uuf9sGJeEO+LO4=,TwyqyV1uJYlDAX8wX/PtTCVZEBo/APIVfTzzleGkNCQ=,u33ly+zCy5uoeA5v20U/dNiaYzyQNnaMLWdIKxdnx7k=,3,1,0,4,1,0,1,0
7115472,2018-10-18 16:45:00 UTC,RQClWrR9KkuJcWnx4PtHsvWczNNjroerrNiZ9YlSf/Q=,JSn/IrR9AojleJJunX1UPpeay9cWZA1jAL2BZ2RcmFU=,QR3okathdiQk8wOYTM7y7Th60sBI8cQ4v+IWFw2H5Ck=,7,1,0,68,1,0,1,0
7116888,2018-11-06 16:30:00 UTC,9SgNlDjJycgGdjrzBt7AZBN6AFHupfn3ewBDfAWsNdQ=,IN2rf9N8yr1JT9tAJXei08vWhgCbmljAZ141KO0Bdto=,5bieLsZY0k9W6Iwymcwpws0GGUCT+YUdVAxS8OYYje8=,13,1,1,4,1,4,0,0
7120853,2018-11-21 18:45:00 UTC,Dq4uCsNL9/pg7BcNMwuUB156IW9ELoXMZEBIxeBRhAs=,65YgA0ahggSdeaYBdRl82v/AO+pGzmZFqsi8TTDiP3Y=,CRM/X2dkyxMVaKGUN8K4K/Vv67ZeUIDyNVzRwaDbzZQ=,13,1,0,36,1,0,1,1
7122184,2018-11-26 13:30:00 UTC,TjPY9v6Fk+ma6KB+ZkSz0KZm+MdmWFr8FX3Hu20fApM=,LIglPayokICs9zOBBba+6/GlGrg6tTHTfZ2ahuKWfNk=,KXRCVV2P5hhmtZ/gqsTDEYV2Yb6f21dE7PamxWi+hys=,4,1,0,153,1,0,1,0
7123826,2018-11-11 20:45:00 UTC,m8YEBkYtpPjrlfIPFARTiM3pKLX7k55yoUIjhFPGEqI=,XO9+ucYiWTUi8SwVantzYmJrR1nuQBhpI0dy9yPYNrU=,wWwUBn8sJN/cvm0W98Tifn18tqSPCK7KwlHqQFgOp44=,6,1,0,9,1,0,1,1
7128262,2018-10-15 21:45:00 UTC,DSlKztiNNxdail3Q5DfWzOe6Wt5/PNdBVPYDDP5twfk=,ItQToCzXe/WAeMATDm4tC8gEsJil65dsJph2puJeiSQ=,sXM5Qrs0SdVLMvta1Bo0mpHjrd/om65oPdaM0tPurqQ=,1,1,0,13,1,0,1,0
7128668,2018-10-24 11:30:00 UTC,dT6MCCk97cFngXtRX63bS87OijiKgJpKlCwykYzc1Wo=,PqQyQvOjvvozBCtlR/0pL8uxhe0K63IPiKYCi1tDG1o=,y1P0HnAoPpCQgxiANecjbvQECSioc9prRUlg4ZAOGFo=,1,1,0,8,1,0,1,0
7129102,2018-10-04 21:00:00 UTC,IAWYR42lDG0XufInjBh/g1uYDhBM7uuf9sGJeEO+LO4=,fbuOkTzKc7bABIGPJvp/bTmmesQeECfkMWrERS9NDEo=,+URwyxslAQMXcKyMS5UXTjWGYLyFT863TaxmvFYsa9I=,30,2,0,8,1,0,1,4
7129727,2018-10-27 22:45:00 UTC,m8YEBkYtpPjrlfIPFARTiM3pKLX7k55yoUIjhFPGEqI=,PqQyQvOjvvozBCtlR/0pL8uxhe0K63IPiKYCi1tDG1o=,WKqXynx/QIPSldwJPIQ0iTE5Fbv/0jZepVfY0It3BTk=,5,1,0,4,1,0,1,1
7132804,2018-10-30 15:45:00 UTC,NSVTflWsrZ9ik5sY+GUmTHKFULU3nW/GHeDOyebRNCQ=,f7095rj+E71WXpZHXMkEExF0RcHXLX3GBHaoIK6/1GM=,2k4baK6jVb/lHKrNcW46o2R8jZNqitkkCKN5n1GAxaw=,2,1,0,32,1,0,1,0
7135778,2018-11-02 19:45:00 UTC,wj3v8rvBQTpK8FK47OdZghF74bEXjBl1YLas/7+Wp+k=,q4u/j6i3QRAvoheOBrj6QY/8q1aVDXN5t2VqjgaFXq4=,yV3VkxIMdwaqnB2smStTm+KGxOrshyy/u57U5wg9GAU=,14,1,0,45,1,0,1,0
7135939,2018-11-02 19:30:00 UTC,wj3v8rvBQTpK8FK47OdZghF74bEXjBl1YLas/7+Wp+k=,ip5uBacJ1fPhAi+v1Uymms6Ie5bRJCPNau3ZoyRwiKo=,cLtBFZs7bYezD+GoJ+2F6gOwZubl1MU+V0dP7UDutas=,32,2,0,3,1,0,1,3
7139086,2018-11-06 16:30:00 UTC,9SgNlDjJycgGdjrzBt7AZBN6AFHupfn3ewBDfAWsNdQ=,IN2rf9N8yr1JT9tAJXei08vWhgCbmljAZ141KO0Bdto=,N5nRz1FKD6KEkL8lcJx2ow/3zlutLK7Hd/QW+3zZRmk=,17,1,0,46,1,0,1,0
7141928,2018-12-24 09:15:00 UTC,dT6MCCk97cFngXtRX63bS87OijiKgJpKlCwykYzc1Wo=,yCUFt9uR6EEQokpBPpS4+FXT0ri7GVcI4M1ByCXveIE=,GJqvBKEJa+xCyskDVsdPzPGLchUUOCrVfJIM7KilWpc=,1,1,1,36,5,2,0,0
7142312,2018-12-11 17:15:00 UTC,9SgNlDjJycgGdjrzBt7AZBN6AFHupfn3ewBDfAWsNdQ=,bdWR70qmnAJIvbK4o/p60bDY5QbnX2vaRkVdg1s1DZk=,znJAsp2y/al7TXwzPhsd/+nefo/0TLq5gKxl5qc8zIQ=,14,1,1,189,9,2,0,0
7142831,2018-12-04 16:30:00 UTC,9SgNlDjJycgGdjrzBt7AZBN6AFHupfn3ewBDfAWsNdQ=,5KQ7wVusODIGXeR77YTjuxxWFJmiYmgbaEGhEYj+nLA=,O2bsHTcQkfGZTVIniJzB6vAdHhM0IrvRMNOhMQzkop4=,14,1,1,9,1,4,0,0
7144510,2018-12-24 20:45:00 UTC,YlhDYVQs+h4fH/0ZkYUXVFmEGDAtnUVbk+veoR9PCR0=,3nGnL8DTmGw+c/xyCRcMO0ZPv1fw3aecHbw/ZjJC5KY=,Q7Kb1Flf+j2Qa0KD4bjDcXSNQu+WtXoKMb3290CYy/k=,11,1,1,8,2,0,1,0
7145210,2018-10-01 13:45:00 UTC,TjPY9v6Fk+ma6KB+ZkSz0KZm+MdmWFr8FX3Hu20fApM=,tOR47i7wGbuHkGxkhX9tHItMHHuJtAttsvHDOjDRVOw=,ztlKHQM5vfrrr7MWunlcA1Z7PQAZRABzvVWdZSRhfG8=,1,1,0,78,1,0,1,0
7147219,2018-10-14 23:30:00 UTC,TBw5tcYN6AoEttAz8F0+PqAy0Xdmpi3/sT8lJ0LRLSk=,KDOmuTrY/IJzDP4kIgIYCBiGyTymsJ8Iy4cDB35WGYg=,GKJVq1K7Fy2YflndurysR1MlUdN9LeT4w+2RUqmoDp4=,3,1,0,11,1,0,1,0
7151092,2018-11-10 16:30:00 UTC,wj3v8rvBQTpK8FK47OdZghF74bEXjBl1YLas/7+Wp+k=,d0epea1fc69jCEDP+o1Ko8TO9UcNtQ4nH4RpOz+toyc=,MlFxrCOkxZt7/MF035oy9oZwXNhcsVPtm/9c/uC0oIs=,17,1,1,17,3,2,0,0
7151098,2018-11-22 14:45:00 UTC,egBmoioJTU2qgNm2Qn715iDOxSJzywPYbfBqbRxxkk8=,9jGMq1D6/YUFkliSwkqCwoWcAr1IYE6C0Y/kxGatKSo=,zG9ZrIPPE8wmxbWEnQFaU6986zm0jSVMFsvMo93s63o=,1,1,1,75,3,3,0,0
7154173,2018-11-10 16:15:00 UTC,wj3v8rvBQTpK8FK47OdZghF74bEXjBl1YLas/7+Wp+k=,d0epea1fc69jCEDP+o1Ko8TO9UcNtQ4nH4RpOz+toyc=,kIIt3G3Qy6ggnPyzhQGTSNx3FESU5fRnf9tbeNtL2hM=,10,2,0,16,1,0,1,0
7156257,2018-11-19 16:15:00 UTC,YlhDYVQs+h4fH/0ZkYUXVFmEGDAtnUVbk+veoR9PCR0=,OnztoLe/KRAGCzT1fhys2SSvoBd4VIDTcFpP5fMpU68=,u1L5wv2CJfHlXwm6xa3C/kjGVc0IpUVrn57kfO692ds=,4,1,0,9,1,0,1,0
7157433,2018-11-27 17:00:00 UTC,9SgNlDjJycgGdjrzBt7AZBN6AFHupfn3ewBDfAWsNdQ=,5KQ7wVusODIGXeR77YTjuxxWFJmiYmgbaEGhEYj+nLA=,qtq4dtGhqCnNYefTmg/4ldOzgOLtlVYYIPUbg6o+j1Q=,3,1,0,87,1,0,1,0
7158574,2018-12-27 16:30:00 UTC,RQClWrR9KkuJcWnx4PtHsvWczNNjroerrNiZ9YlSf/Q=,C2mLl3LPA63WewP1k+Xh1aXlNuGWnhIOUKANkoz5sA8=,HHATtxBNxtoJqZSYrKj5yesyuW9IkjHz04Q9tCnqqiQ=,1,1,1,24,3,0,1,0
7158832,2018-12-20 18:00:00 UTC,+cJPYP5VKQfAqaO1BQEUKQITXgLwTT76pci8kkLokJE=,TvBq4rNq8Bfuxgn+XZqr6qR9rSetLyfNd6vwdxaOk28=,+yAYRjDHUTVXKvXrDmCin5vzwKuEr7/XnvZIWPVvAXM=,8,1,1,34,2,1,0,1
7159879,2018-12-04 17:30:00 UTC,9SgNlDjJycgGdjrzBt7AZBN6AFHupfn3ewBDfAWsNdQ=,GKsTLPdjoFT5L8MFLduUaKOBTgtAz0RjoP8E5qYsmF8=,qckUtd2+sU0aV12qgGG8HbL4bXub3xAva94AzN+7xAY=,20,1,1,23,6,3,0,0
7161233,2018-12-18 20:30:00 UTC,Wukk7jaUyRT+9slno5E2dfl2MmGu8gr9fm/VZfbMjds=,xCOPGQ151m467iuNwHOaIi4ZTipNvQ4/0wB+zcxGjLQ=,UbCNEDqRhv6KmyLJqWYUHt3pcp3ox2Xsgmx1LpH3jfE=,24,2,1,27,6,1,0,3
7161775,2018-12-24 21:00:00 UTC,Wukk7jaUyRT+9slno5E2dfl2MmGu8gr9fm/VZfbMjds=,WMgUXcGDQCwsVgpqW00m0nL9vzTUYdkN6Cbdtg8M29k=,cC3WyiRQgOtk0SNHI2MKX3hES+lCiJpVFXpL/ePxAFI=,9,1,1,32,3,0,1,2
7161933,2018-12-07 10:15:00 UTC,dT6MCCk97cFngXtRX63bS87OijiKgJpKlCwykYzc1Wo=,LZ/ZUlrBjPGOINJvKHRijqW+RIVb5QgOmkc74aK/8IY=,OTlBAIOPdwOp+jb9G1VBXbIVtgGXyHU6TLZ2FeunRYU=,2,1,1,8,1,4,0,0
7162413,2018-12-17 13:15:00 UTC,YlhDYVQs+h4fH/0ZkYUXVFmEGDAtnUVbk+veoR9PCR0=,Gxwblz42IsMsZNyQ/o1AOV2zvb9lGbE/lk8NAHtE3uc=,rfEDkD84dEBqstgq4wfoSIWemPVuoqeHIugwo/vhEas=,15,1,1,47,3,2,0,0
7163299,2018-10-23 17:15:00 UTC,9SgNlDjJycgGdjrzBt7AZBN6AFHupfn3ewBDfAWsNdQ=,U2kVmFcvfYHpuYGFYE9P/5A//cmtFnXpxBQYS9yWaiw=,2jxIdjI35Lg/0GbQwnuGvQYkmpRhACQV1Olhmvd4x9w=,4,1,1,11,1,2,0,0
7165975,2018-10-15 22:30:00 UTC,DSlKztiNNxdail3Q5DfWzOe6Wt5/PNdBVPYDDP5twfk=,PDjFRBgq4c5rzxS6wQrkOkhNs3qKPZ35htxUocnuNEw=,arpV+iYAlLl5f07cCGvqeae/ljQhd8TZegtd62mrFZs=,10,1,0,36,1,0,1,1
7167337,2018-10-30 15:30:00 UTC,NSVTflWsrZ9ik5sY+GUmTHKFULU3nW/GHeDOyebRNCQ=,E3B9SjT8bMG3v5nbUC0ygPR3x4i/oVjGtA/5V/f05rg=,581lDiCGvdTdWQaLCLRwBVVjh5eZK3/Dn5QfxKcSsWE=,6,1,0,6,1,0,1,0
7175916,2018-11-26 13:45:00 UTC,TjPY9v6Fk+ma6KB+ZkSz0KZm+MdmWFr8FX3Hu20fApM=,LIglPayokICs9zOBBba+6/GlGrg6tTHTfZ2ahuKWfNk=,atmt9tPa/l0LplWp3jCLRao6FKVy/oObdiGhlN7TexM=,10,1,0,156,1,0,1,0
7176287,2018-11-11 20:15:00 UTC,m8YEBkYtpPjrlfIPFARTiM3pKLX7k55yoUIjhFPGEqI=,ZilXWSbduOENN7B3A3JpDKyx61nNdU+D7av0CVJeIL0=,ei5S1BmhZdl/iBiImCzTiS3Yt5TMqXBBoXYplw93sDE=,2,1,0,9,1,0,1,0
7176648,2018-11-11 20:45:00 UTC,m8YEBkYtpPjrlfIPFARTiM3pKLX7k55yoUIjhFPGEqI=,TvBq4rNq8Bfuxgn+XZqr6qR9rSetLyfNd6vwdxaOk28=,3kU+UJ3stiTM9wzFvmQZSBXYqVKO2M/VcTGFCif5Igk=,13,1,0,33,1,0,1,0
7179466,2018-12-21 21:45:00 UTC,YlhDYVQs+h4fH/0ZkYUXVFmEGDAtnUVbk+veoR9PCR0=,cvjFCVBHPMRGgHN646n278rct/tKIPgmtYIu9XsyGe0=,vVby+uCxY9OiItAF9f0RPJCPAzBHEOpeCnT5GY/rGkE=,13,1,1,25,3,0,1,2
7183044,2018-10-28 20:15:00 UTC,m8YEBkYtpPjrlfIPFARTiM3pKLX7k55yoUIjhFPGEqI=,k8mqp+KZGRgdlEg/caQhZBQLHh9jgIXK+aTtrCuSd0s=,W/1lGEMgdOexJCCiXFvLw3hIylZp+lb/0FYH6ao83o0=,3,1,0,9,1,0,1,0
7183338,2018-10-27 21:45:00 UTC,m8YEBkYtpPjrlfIPFARTiM3pKLX7k55yoUIjhFPGEqI=,/d39FzqaM3PZzpoMXxA80PMICsVhzfL6MGSCqZtsQOo=,1nTCgUvpWSFhmDN6UD2XwaMF8e8PeA9iZbPmEf3pYOY=,3,1,0,8,1,0,1,0
7188931,2018-11-02 17:30:00 UTC,wj3v8rvBQTpK8FK47OdZghF74bEXjBl1YLas/7+Wp+k=,TwyqyV1uJYlDAX8wX/PtTCVZEBo/APIVfTzzleGkNCQ=,0r6IDQs5/jTERsF2YsjLvHfDPasQ9WfAoBLK5kuwnCc=,1,1,0,119,1,0,1,0
7190416,2018-11-27 16:45:00 UTC,9SgNlDjJycgGdjrzBt7AZBN6AFHupfn3ewBDfAWsNdQ=,6U61DyP2lMcrqSxLp8pU4JOtVvXq/BnxM/YXDVtOMbQ=,XGTu8+NZkEFv8BkkTdfqZQHuuFK+WvjKlQ0fLB01K1k=,7,1,0,294,1,0,1,0
7191310,2018-11-02 17:15:00 UTC,wj3v8rvBQTpK8FK47OdZghF74bEXjBl1YLas/7+Wp+k=,CPI+5YCeEmhqdk6znJeii6jJUNl1QWGEvwCUJ6uLflg=,KNJSRq6acFCWN+lGElRMksPM7kl+4ht1EZPHIU0mrVs=,4,1,0,5,1,0,1,0
7191632,2018-11-25 18:15:00 UTC,HtXZtyrQetu7Sq3sJ/404quJUJEgvvWliCje8fXVgfU=,Um/VucrWT3ytfnYCAhdIJf58cjByGJkSIPJrsdq3Z18=,1P+U9AiuKC0NmmGJaV76tvcnUmUH5dS6/r5IH2CHq4U=,4,1,0,95,1,0,1,0
7193767,2018-12-24 15:45:00 UTC,Wukk7jaUyRT+9slno5E2dfl2MmGu8gr9fm/VZfbMjds=,Lhd00PvCdq23PNggSHEbszeZ68vTRWdg6MmaBD1kEZ8=,2/5Ao5nHDoIA4rtPTuFnIR8UJcibTyMUtNJcZAAlvCM=,9,1,1,22,3,0,1,0
7194039,2018-12-17 16:30:00 UTC,YlhDYVQs+h4fH/0ZkYUXVFmEGDAtnUVbk+veoR9PCR0=,8+Ui8a/IXrjCEk/AeDlbsOtigJFg7t61Q9NwMy8Qzhw=,L0jwLhy8PjJIUHd62NALNVZQa6npRqZ3ssnUBeEFW0Y=,2,1,1,35,2,2,0,0
7194070,2018-12-28 16:15:00 UTC,RQClWrR9KkuJcWnx4PtHsvWczNNjroerrNiZ9YlSf/Q=,n+b0VzjA7b3kgqw8iXzwX0yTpYwNRczONSV0z2jNGtg=,sXnhlw4hLoOOj4ROFFovJjS6CoLHTsT5m6HsN1bLy7s=,4,1,1,192,2,2,0,0
7194298,2018-12-18 12:45:00 UTC,Wukk7jaUyRT+9slno5E2dfl2MmGu8gr9fm/VZfbMjds=,AcYYIf9FvFbcJSukoI+g8dbbVnGONCM2tSNWDBZPEVg=,uxKCCUi1f2jSuY2b6ivHbO3LCjK3WJxI3gZwZe987es=,1,1,1,24,2,1,0,0
7197792,2018-10-24 16:15:00 UTC,+LOEhC1Af8u5reucTjugcN+qEoCecDA+jvHBpUSFJMY=,JX8VtWTwbrh5ibmIbFVUWpUPiQ+0rW+HGVOz7RD0W4c=,ut2/iG/PW2a+cj8Bp0qzUWXlTmVG7gtAlwCoQvWf9Qg=,5,1,1,43,2,1,0,0
7197990,2018-10-30 15:30:00 UTC,NSVTflWsrZ9ik5sY+GUmTHKFULU3nW/GHeDOyebRNCQ=,E3B9SjT8bMG3v5nbUC0ygPR3x4i/oVjGtA/5V/f05rg=,LT4VuezyTudUlffrT/vgWbelL3qUqOXrxd7jMj7ifw4=,4,1,1,34,3,2,0,0
7200592,2018-10-27 21:45:00 UTC,m8YEBkYtpPjrlfIPFARTiM3pKLX7k55yoUIjhFPGEqI=,wmSqGTqsAyWkNPvpGkVe/Jb9ezYUQbMHUQmyDPhmRLQ=,X2WLGqJHF1LId7XrUdFJKjTycTQmctkmNabCx+BNaak=,1,1,0,8,1,0,1,0
7200795,2018-10-27 21:45:00 UTC,m8YEBkYtpPjrlfIPFARTiM3pKLX7k55yoUIjhFPGEqI=,U2kVmFcvfYHpuYGFYE9P/5A//cmtFnXpxBQYS9yWaiw=,+WYsfC/cAkzd2wvy5q+mr+8h61MjaqUHdZM70VTD86c=,11,1,0,5,1,0,1,1
7200839,2018-10-27 21:45:00 UTC,m8YEBkYtpPjrlfIPFARTiM3pKLX7k55yoUIjhFPGEqI=,U2kVmFcvfYHpuYGFYE9P/5A//cmtFnXpxBQYS9yWaiw=,xwX5gPxNTCxU5VXVh5QP5ECvAUVmT5Ww2kKcWqt/3m0=,10,1,0,7,1,0,1,1
7203476,2018-10-01 13:00:00 UTC,YlhDYVQs+h4fH/0ZkYUXVFmEGDAtnUVbk+veoR9PCR0=,NoiGICCqJdvFmvy6LlcPw0m5SH7C7FO4TMbJHCdlRz4=,YUpE3LlzbKnHLnSQj3RjSPnCE2uJBMqVruNp6MqccTg=,10,1,0,11,1,0,1,0
7208795,2018-11-21 18:45:00 UTC,Dq4uCsNL9/pg7BcNMwuUB156IW9ELoXMZEBIxeBRhAs=,65YgA0ahggSdeaYBdRl82v/AO+pGzmZFqsi8TTDiP3Y=,yMgfhJ5QwfOnrcOkpzXiS1YPyNHL/EeRqexztLxKfMs=,18,2,0,7,1,0,1,1
7209270,2018-11-25 18:15:00 UTC,HtXZtyrQetu7Sq3sJ/404quJUJEgvvWliCje8fXVgfU=,Um/VucrWT3ytfnYCAhdIJf58cjByGJkSIPJrsdq3Z18=,nmjylVPQHwDqsjeSd5w6M31iEZPGRmtcTXV/jypen1w=,6,1,0,39,1,0,1,1
7209445,2018-11-02 17:15:00 UTC,wj3v8rvBQTpK8FK47OdZghF74bEXjBl1YLas/7+Wp+k=,hv7kHCAIdj7thZUmlqz553leG5bFNYgzXmLfB5m4Xvw=,3MP4ll2ADdQciMMiBS6X99qkmAbomPU+LNswWgLxSjs=,3,1,0,7,1,0,1,0
7210684,2018-11-22 14:30:00 UTC,egBmoioJTU2qgNm2Qn715iDOxSJzywPYbfBqbRxxkk8=,jyw4UBYsVqQ8IeYXUywTKN8TEZjJgYNuhb6JBTBoidg=,8nrZD8BKOtb86XlvoRowHnqNNCkJ6aACS/WkIVYBz/4=,4,1,0,12,1,0,1,0
7211097,2018-11-19 16:15:00 UTC,YlhDYVQs+h4fH/0ZkYUXVFmEGDAtnUVbk+veoR9PCR0=,OnztoLe/KRAGCzT1fhys2SSvoBd4VIDTcFpP5fMpU68=,jURBNVjz8PY06gm0JMQouCtYDb+2Wgv0kRWu8Pm1B1k=,2,1,0,11,1,0,1,0
7213690,2018-12-17 16:45:00 UTC,YlhDYVQs+h4fH/0ZkYUXVFmEGDAtnUVbk+veoR9PCR0=,OByIaYY/56y05bpjY1K3Dg+OS32Y/fB3yVjKfBqFIIY=,oTO05MqtNvgR4dkdm55QHb1gmccWoYAEZ5rU4lVF3iI=,1,1,1,52,2,2,0,0
7214733,2018-12-20 13:00:00 UTC,YlhDYVQs+h4fH/0ZkYUXVFmEGDAtnUVbk+veoR9PCR0=,vANSd42hTmOLeN7SdvJlNigKaY6CjHCx2iVDaWBVKgE=,ywLL0c44XUUM/6bQmnGvOh0RbUOygJ7FX9qijUE9Djc=,30,2,1,50,3,1,0,0
7215859,2018-10-24 09:15:00 UTC,8ye9bP6tb2KfFjSRd6LlJDnU9p2DL4iDRaqmW3gMShk=,AI1fp53PL5PAqIN/QBoT8xH/OkkpVuGuw+2Bfw9WjbM=,SmqeEaynceo+Hu/LXOv65+VEZCYfrh3mwkVhA62ZfR0=,7,1,1,100,2,1,0,0
7216058,2018-10-23 16:45:00 UTC,9SgNlDjJycgGdjrzBt7AZBN6AFHupfn3ewBDfAWsNdQ=,rrZveAGxgrsKF1qL65AmLVqda8Zbg24xqWyj34qac9c=,xtVh/K0RTo5BRhUXvYQxG9aREI2bCh7gEydzzJL+9O8=,54,5,1,19,4,4,0,0
7216749,2018-10-05 18:30:00 UTC,IAWYR42lDG0XufInjBh/g1uYDhBM7uuf9sGJeEO+LO4=,TwyqyV1uJYlDAX8wX/PtTCVZEBo/APIVfTzzleGkNCQ=,WXIAfod07DpYFlUNFmaBrTF6L25TgXrcxrGswako8cU=,2,1,0,4,1,0,1,0
7218617,2018-10-25 12:45:00 UTC,YlhDYVQs+h4fH/0ZkYUXVFmEGDAtnUVbk+veoR9PCR0=,jkqCQc81VUibgQkhHl//+5PRaSA68Wd3CxUPvlOv+Yo=,os1/ycOVMHxS0XNmVJIrmTqbIwA1VC6CBCwf2STVleE=,3,1,0,29,1,0,1,0
7219167,2018-10-28 20:30:00 UTC,m8YEBkYtpPjrlfIPFARTiM3pKLX7k55yoUIjhFPGEqI=,k8mqp+KZGRgdlEg/caQhZBQLHh9jgIXK+aTtrCuSd0s=,EQZFtWcEFdmGkl8QeCmnh2sSpAZigoz3lGNSxcqa7WY=,5,1,0,18,1,0,1,0
7219508,2018-10-30 15:30:00 UTC,NSVTflWsrZ9ik5sY+GUmTHKFULU3nW/GHeDOyebRNCQ=,E3B9SjT8bMG3v5nbUC0ygPR3x4i/oVjGtA/5V/f05rg=,6+r3g6oYLYE8VdPgh57MTQ58+KXZXtqDRp8G8kIM01E=,3,1,0,7,1,0,1,0
7220116,2018-10-29 20:00:00 UTC,4x0V+hCIYpGelduIzTyMNF/6NtZvMVbpD0NUe3ro8hI=,wZ49H8xuqS5c5fox/rUaZgS6R/TVKJkjRnvzEjrSOa0=,6kiGrRPL3lFr6uN+O+0QI1/DacxAiNfyFVbhXsmAVaw=,4,1,0,61,1,0,1,0
